"School ID","Test Score"
1,2.50778005195692
1,10.5932563377997
1,10.7261320223824
1,-9.12871303990053
1,-1.7620361716805
1,6.10685166206222
2,5.59875523817403
2,3.59720964189963
2,-4.08341540716395
2,-2.94400413768755
2,-10.8009385858876
2,0.816686881235716
2,-9.1925136987122
2,-1.36836479376766
2,-6.3172934113401
2,-4.09755431240238
2,3.64832850154811
2,-10.6774748096516
2,-11.9562473600915
2,-0.135658284224177
2,-0.910236023833638
3,3.50705800460055
3,7.52431375509968
3,1.11072913451194
3,1.62886676679854
3,-7.24584861869667
3,-5.54377206461255
3,0.472441550536639
3,6.5597082639265
3,-2.88268029376007
3,-0.937396827848463
3,10.6065745958695
3,-1.78177201937277
3,4.55547764386115
3,4.94323260388529
3,-1.54634054763863
3,2.09311964224361
3,7.82527226997587
3,-5.00610819810264
3,2.78811609529763
3,3.86648496630712
3,-4.49377016404722
3,10.9685638275088
3,8.9158929979624
3,2.36636667332697
3,1.21743024707565
3,2.32902615173095
3,-1.47202744656717
3,9.33482353011935
3,-8.11004368772967
3,3.26532882553011
3,-0.82563508956515
3,-4.72817768431992
3,-2.59853556035987
3,10.7402376589266
3,-0.0778948704234255
3,7.5413438341935
3,5.32032223912432
3,9.64003196997163
3,4.5596362157554
3,10.3350221934885
3,7.07111235453908
3,1.07247376854983
3,4.81776005495682
3,-3.12003975498362
3,4.33593088099869
3,-3.58177790245141
3,-9.26858503840305
3,-4.49178642600901
3,8.7309145469852
3,-3.4416011664809
3,0.651194548378878
3,5.59404934288461
3,0.165151378430385
4,-0.876694409108515
4,3.52007108902737
4,0.463341913526388
4,-9.7396671662843
4,7.35126865312545
4,-10.5838999154368
4,-7.8875787132835
4,-1.25067698354311
4,-1.39340509880343
4,1.40638884168164
4,5.63907748169773
4,-4.27773037115309
4,-6.25765232911639
4,2.28528803507731
4,-6.19774843576195
4,4.63125886773263
4,7.36805961933795
4,1.02515703550329
4,-4.9607891553075
4,4.32234236623141
4,-1.2580385701109
4,-8.27568703432103
4,-6.13384090272117
4,-3.74387192820617
4,-1.66055752494499
4,2.52842773571505
4,1.27087009984312
4,-7.21594615682962
4,0.982333934156432
4,-4.52780543584423
4,-3.33922655732319
4,0.73861414585789
4,-2.11010718346019
4,4.83848024766846
4,-3.22463438577873
4,-1.05405320111674
4,-2.20168835932035
4,-1.54777787497974
4,0.592119169504821
4,-6.74502549665361
4,-2.90361879826794
4,3.62147561452753
4,-7.01452167081406
4,-5.82952398284369
4,4.65397609917572
4,2.36294968831945
4,-2.01547931558988
4,-1.45658575638145
4,-11.8416583058781
4,-5.2547506774813
4,-1.21612385913828
4,-7.76845206232783
4,-7.37897196017147
4,-6.40460956700467
4,-5.18445308249037
4,2.33900588957308
4,-7.23954749173475
4,-5.61961622578193
4,1.59843900106467
4,-3.77098290023306
4,-11.1020832553034
4,-2.73451870256731
4,-6.89179558824332
4,-4.15610801095591
4,-8.47393031869074
4,-3.23362221953793
4,-0.253952217015869
4,-3.21552500015441
4,-5.06745893980292
4,3.91940984997274
4,-2.78294022522537
4,-1.53478857427056
4,-2.81454941643883
4,-5.58693165439817
4,2.87035454870742
4,-2.81785174194131
4,3.09382714425679
4,1.70023315498729
4,-6.92703163225283
4,-6.42978144763675
4,-6.3510580635977
4,-4.77636053715577
4,3.73441210200017
